期間,株式コード,終値
2005/10/30,7203,5400
2005/11/06,7203,5330
2005/11/13,7203,5890
2005/11/20,7203,5830
2005/11/27,7203,5910
2005/12/04,7203,5800
2005/12/11,7203,5690
2005/12/18,7203,6000
2005/12/25,7203,6120
2006/01/01,7203,6110
2006/01/08,7203,5970
2006/01/15,7203,5990
2006/01/22,7203,5950
2006/01/29,7203,6090
2006/02/05,7203,6060
2006/02/12,7203,6420
2006/02/19,7203,6330
2006/02/26,7203,6120
2006/03/05,7203,6290
2006/03/12,7203,6290
2006/03/19,7203,6350
2006/03/26,7203,6430
2006/04/02,7203,6790
2006/04/09,7203,6740
2006/04/16,7203,6900
2006/04/23,7203,6660
2006/04/30,7203,6800
2006/05/07,7203,6370
2006/05/14,7203,6090
2006/05/21,7203,6110
2006/05/28,7203,6120
2006/06/04,7203,5720
2006/06/11,7203,5840
2006/06/18,7203,5790
2006/06/25,7203,5990
2006/07/02,7203,5980
2006/07/09,7203,5720
2006/07/16,7203,5760
2006/07/23,7203,6020
2006/07/30,7203,6080
2006/08/06,7203,6260
2006/08/13,7203,6490
2006/08/20,7203,6250
2006/08/27,7203,6320
2006/09/03,7203,6200
2006/09/10,7203,6250
2006/09/17,7203,6270
2006/09/24,7203,6420
2006/10/01,7203,6800
2006/10/08,7203,6900
2006/10/15,7203,6880
2006/10/22,7203,7090
2006/10/29,7203,6960
2006/11/05,7203,7140
2006/11/12,7203,7260
2006/11/19,7203,6890
2006/11/26,7203,6980
2006/12/03,7203,7040
2006/12/10,7203,7380
2006/12/17,7203,7800
2006/12/24,7203,7960
2006/12/31,7203,7900
2007/01/07,7203,7820
2007/01/14,7203,7980
2007/01/21,7203,7980
2007/01/28,7203,7950
2007/02/04,7203,8090
2007/02/11,7203,8190
2007/02/18,7203,8230
2007/02/25,7203,7710
2007/03/04,7203,7860
2007/03/11,7203,7610
2007/03/18,7203,7840
2007/03/25,7203,7550
2007/04/01,7203,7400
2007/04/08,7203,7150
2007/04/15,7203,7380
2007/04/22,7203,7320
2007/04/29,7203,7230
2007/05/06,7203,7150
2007/05/13,7203,7340
2007/05/20,7203,7280
2007/05/27,7203,7460
2007/06/03,7203,7470
2007/06/10,7203,7690
2007/06/17,7203,7700
2007/06/24,7203,7800
2007/07/01,7203,7780
2007/07/08,7203,7680
2007/07/15,7203,7560
2007/07/22,7203,7260
2007/07/29,7203,7080
2007/08/05,7203,7090
2007/08/12,7203,6190
2007/08/19,7203,6660
2007/08/26,7203,6760
2007/09/02,7203,6600
2007/09/09,7203,6530
2007/09/16,7203,6560
2007/09/23,7203,6780
2007/09/30,7203,6830
2007/10/07,7203,6560
2007/10/14,7203,6250
2007/10/21,7203,6240
2007/10/28,7203,6480
2007/11/04,7203,6150
2007/11/11,7203,6110
2007/11/18,7203,5870
2007/11/25,7203,6240
2007/12/02,7203,6340
2007/12/09,7203,6090
2007/12/16,7203,6020
2007/12/23,7203,6040
2007/12/30,7203,5780
2008/01/06,7203,5630
2008/01/13,7203,5440
2008/01/20,7203,5570
2008/01/27,7203,5780
2008/02/03,7203,5880
2008/02/10,7203,6030
2008/02/17,7203,5960
2008/02/24,7203,5750
2008/03/02,7203,5330
2008/03/09,7203,5090
2008/03/16,7203,5220
2008/03/23,7203,5240
2008/03/30,7203,4990
2008/04/06,7203,4950
2008/04/13,7203,5110
2008/04/20,7203,5290
2008/04/27,7203,5430
2008/05/04,7203,5300
2008/05/11,7203,5350
2008/05/18,7203,5140
2008/05/25,7203,5370
2008/06/01,7203,5590
2008/06/08,7203,5490
2008/06/15,7203,5410
2008/06/22,7203,5070
2008/06/29,7203,4920
2008/07/06,7203,4890
2008/07/13,7203,4650
2008/07/20,7203,4940
2008/07/27,7203,4610
2008/08/03,7203,4830
2008/08/10,7203,5020
2008/08/17,7203,4770
2008/08/24,7203,4930
2008/08/31,7203,4750
2008/09/07,7203,4790
2008/09/14,7203,4720
2008/09/21,7203,4740
2008/09/28,7203,4080
2008/10/05,7203,3220
2008/10/12,7203,3420
2008/10/19,7203,3200
2008/10/26,7203,3730
2008/11/02,7203,3460
2008/11/09,7203,3140
2008/11/16,7203,3080
2008/11/23,7203,3000
2008/11/30,7203,2650
2008/12/07,7203,2760
2008/12/14,7203,2900
2008/12/21,7203,2900
2008/12/28,7203,2905
2009/01/04,7203,3070
2009/01/11,7203,3010
2009/01/18,7203,2810
2009/01/25,7203,2925
2009/02/01,7203,3090
2009/02/08,7203,3050
2009/02/15,7203,3090
2009/02/22,7203,3180
2009/03/01,7203,2900
2009/03/08,7203,2940
2009/03/15,7203,2965
2009/03/22,7203,3260
2009/03/29,7203,3700
2009/04/05,7203,3910
2009/04/12,7203,3820
2009/04/19,7203,3810
2009/04/26,7203,3900
2009/05/03,7203,3980
2009/05/10,7203,3590
2009/05/17,7203,3570
2009/05/24,7203,3810
2009/05/31,7203,3860
2009/06/07,7203,3860
2009/06/14,7203,3690
2009/06/21,7203,3660
2009/06/28,7203,3640
2009/07/05,7203,3430
2009/07/12,7203,3510
2009/07/19,7203,3750
2009/07/26,7203,3990
2009/08/02,7203,4090
2009/08/09,7203,4120
2009/08/16,7203,3980
2009/08/23,7203,4040
2009/08/30,7203,3850
2009/09/06,7203,3840
2009/09/13,7203,3830
2009/09/20,7203,3710
2009/09/27,7203,3380
2009/10/04,7203,3520
2009/10/11,7203,3620
2009/10/18,7203,3590
2009/10/25,7203,3660
2009/11/01,7203,3520
2009/11/08,7203,3510
2009/11/15,7203,3440
2009/11/22,7203,3300
2009/11/29,7203,3730
2009/12/06,7203,3750
2009/12/13,7203,3740
2009/12/20,7203,3850
2009/12/27,7203,3880
2010/01/03,7203,3960
2010/01/10,7203,4200
2010/01/17,7203,4055
2010/01/24,7203,3490
2010/01/31,7203,3315
2010/02/07,7203,3460
2010/02/14,7203,3300
2010/02/21,7203,3330
2010/02/28,7203,3395
2010/03/07,7203,3475
2010/03/14,7203,3600
2010/03/21,7203,3760
2010/03/28,7203,3775
2010/04/04,7203,3705
2010/04/11,7203,3695
2010/04/18,7203,3570
2010/04/25,7203,3665
2010/05/02,7203,3480
2010/05/09,7203,3530
2010/05/16,7203,3355
2010/05/23,7203,3300
2010/05/30,7203,3345
2010/06/06,7203,3215
2010/06/13,7203,3240
2010/06/20,7203,3135
2010/06/27,7203,3020
2010/07/04,7203,3120
2010/07/11,7203,3135
2010/07/18,7203,3085
2010/07/25,7203,3050
2010/08/01,7203,3115
2010/08/08,7203,3030
2010/08/15,7203,3030
2010/08/22,7203,2941
2010/08/29,7203,2909
2010/09/05,7203,2951
2010/09/12,7203,3085
2010/09/19,7203,3060
2010/09/26,7203,2983
2010/10/03,7203,2895
2010/10/10,7203,2894
2010/10/17,7203,2926
2010/10/24,7203,2859
2010/10/31,7203,2964
2010/11/07,7203,3095
2010/11/14,7203,3265
2010/11/21,7203,3290
2010/11/28,7203,3275
2010/12/05,7203,3230
2010/12/12,7203,3255
2010/12/19,7203,3225
2010/12/26,7203,3220
2011/01/02,7203,3455
2011/01/09,7203,3550
2011/01/16,7203,3370
2011/01/23,7203,3390
2011/01/30,7203,3460
2011/02/06,7203,3775
2011/02/13,7203,3885
2011/02/20,7203,3755
2011/02/27,7203,3785
2011/03/06,7203,3595
2011/03/13,7203,3215
2011/03/20,7203,3275
2011/03/27,7203,3355
2011/04/03,7203,3340
2011/04/10,7203,3240
2011/04/17,7203,3295
2011/04/24,7203,3230
2011/05/01,7203,3210
2011/05/08,7203,3400
2011/05/15,7203,3280
2011/05/22,7203,3335
2011/05/29,7203,3230
2011/06/05,7203,3300
2011/06/12,7203,3175
2011/06/19,7203,3285
2011/06/26,7203,3335
2011/07/03,7203,3445
2011/07/10,7203,3330
2011/07/17,7203,3335
2011/07/24,7203,3155
2011/07/31,7203,3040
2011/08/07,7203,2819
2011/08/14,7203,2768
2011/08/21,7203,2768
2011/08/28,7203,2711
2011/09/04,7203,2680
2011/09/11,7203,2734
2011/09/18,7203,2628
2011/09/25,7203,2688
2011/10/02,7203,2549
2011/10/09,7203,2556
2011/10/16,7203,2547
2011/10/23,7203,2632
2011/10/30,7203,2552
2011/11/06,7203,2454
2011/11/13,7203,2448
2011/11/20,7203,2413
2011/11/27,7203,2594
2011/12/04,7203,2636
2011/12/11,7203,2498
2011/12/18,7203,2496
2011/12/25,7203,2565
2012/01/01,7203,2638
2012/01/08,7203,2637
2012/01/15,7203,2729
2012/01/22,7203,2838
2012/01/29,7203,2899
2012/02/05,7203,3060
2012/02/12,7203,3285
2012/02/19,7203,3380
2012/02/26,7203,3315
2012/03/04,7203,3420
2012/03/11,7203,3580
2012/03/18,7203,3465
2012/03/25,7203,3570
2012/04/01,7203,3390
2012/04/08,7203,3325
2012/04/15,7203,3295
2012/04/22,7203,3305
2012/04/29,7203,3205
2012/05/06,7203,3235
2012/05/13,7203,3030
2012/05/20,7203,3065
2012/05/27,7203,3010
2012/06/03,7203,3020
2012/06/10,7203,2996
2012/06/17,7203,3085
2012/06/24,7203,3190
2012/07/01,7203,3215
2012/07/08,7203,3010
2012/07/15,7203,2967
2012/07/22,7203,2943
2012/07/29,7203,3065
2012/08/05,7203,3170
2012/08/12,7203,3275
2012/08/19,7203,3235
2012/08/26,7203,3095
2012/09/02,7203,3205
2012/09/09,7203,3215
2012/09/16,7203,3200
2012/09/23,7203,3040
2012/09/30,7203,3045
2012/10/07,7203,2934
2012/10/14,7203,3140
2012/10/21,7203,3080
2012/10/28,7203,3140
2012/11/04,7203,3140
2012/11/11,7203,3325
2012/11/18,7203,3515
2012/11/25,7203,3535
2012/12/02,7203,3535
2012/12/09,7203,3600
2012/12/16,7203,3785
2012/12/23,7203,4005
2012/12/30,7203,4260
2013/01/06,7203,4260
2013/01/13,7203,4300
2013/01/20,7203,4340
2013/01/27,7203,4495
2013/02/03,7203,4895
2013/02/10,7203,4725
2013/02/17,7203,4730
2013/02/24,7203,4750
2013/03/03,7203,4910
2013/03/10,7203,5020
2013/03/17,7203,4880
2013/03/24,7203,4860
2013/03/31,7203,5090
2013/04/07,7203,5660
2013/04/14,7203,5480
2013/04/21,7203,5710
2013/04/28,7203,5490
2013/05/05,7203,6050
2013/05/12,7203,6470
2013/05/19,7203,6230
2013/05/26,7203,6010
2013/06/02,7203,5480
2013/06/09,7203,5590
2013/06/16,7203,5840
2013/06/23,7203,5990
2013/06/30,7203,6310
2013/07/07,7203,6410
2013/07/14,7203,6470
2013/07/21,7203,6150
2013/07/28,7203,6430
2013/08/04,7203,6170
2013/08/11,7203,6290
2013/08/18,7203,6220
2013/08/25,7203,5940
2013/09/01,7203,6210
2013/09/08,7203,6280
2013/09/15,7203,6480
2013/09/22,7203,6440
2013/09/29,7203,6180
2013/10/06,7203,6410
2013/10/13,7203,6280
2013/10/20,7203,6200
2013/10/27,7203,6330
2013/11/03,7203,6200
2013/11/10,7203,6370
2013/11/17,7203,6340
2013/11/24,7203,6380
2013/12/01,7203,6220
2013/12/08,7203,6180
2013/12/15,7203,6170
2013/12/22,7203,6390
2013/12/29,7203,6420
2014/01/05,7203,6290
2014/01/12,7203,6200
2014/01/19,7203,6170
2014/01/26,7203,5922
2014/02/02,7203,5900
2014/02/09,7203,5813
2014/02/16,7203,5982
2014/02/23,7203,5839
2014/03/02,7203,5889
2014/03/09,7203,5551
2014/03/16,7203,5425
2014/03/23,7203,5785
2014/03/30,7203,5792
2014/04/06,7203,5314
2014/04/13,7203,5564
2014/04/20,7203,5494
2014/04/27,7203,5631
2014/05/04,7203,5561
2014/05/11,7203,5522
2014/05/18,7203,5557
2014/05/25,7203,5761
2014/06/01,7203,5869
2014/06/08,7203,5854
2014/06/15,7203,6030
2014/06/22,7203,6048
2014/06/29,7203,6201
2014/07/06,7203,5981
2014/07/13,7203,6006
2014/07/20,7203,6107
2014/07/27,7203,6087
2014/08/03,7203,5905
2014/08/10,7203,5991
2014/08/17,7203,5943
2014/08/24,7203,5928
2014/08/31,7203,6115
2014/09/07,7203,6303
2014/09/14,7203,6494
2014/09/21,7203,6453
2014/09/28,7203,6290
2014/10/05,7203,6220
2014/10/12,7203,5731
2014/10/19,7203,6151
2014/10/26,7203,6498
2014/11/02,7203,6817
2014/11/09,7203,6969
2014/11/16,7203,7089
2014/11/23,7203,7314
2014/11/30,7203,7742
2014/12/07,7203,7500
2014/12/14,7203,7562
2014/12/21,7203,7696
2014/12/28,7203,7558
2015/01/04,7203,7609
2015/01/11,7203,7514
2015/01/18,7203,7685
2015/01/25,7203,7645
2015/02/01,7203,7623
2015/02/08,7203,7808
2015/02/15,7203,8078
2015/02/22,7203,8063
2015/03/01,7203,8190
2015/03/08,7203,8257
2015/03/15,7203,8598
2015/03/22,7203,8481
2015/03/29,7203,8426
2015/04/05,7203,8326
2015/04/12,7203,8297
2015/04/19,7203,8413
2015/04/26,7203,8315
2015/05/03,7203,8279
2015/05/10,7203,8296
2015/05/17,7203,8346
2015/05/24,7203,8604
2015/05/31,7203,8470
2015/06/07,7203,8394
2015/06/14,7203,8234
2015/06/21,7203,8333
2015/06/28,7203,8182
2015/07/05,7203,7925
2015/07/12,7203,8345
2015/07/19,7203,8277
2015/07/26,7203,8253
2015/08/02,7203,8118
2015/08/09,7203,7945
2015/08/16,7203,7500
2015/08/23,7203,7346
2015/08/30,7203,7004
2015/09/06,7203,7072
2015/09/13,7203,7234
2015/09/20,7203,7195
2015/09/27,7203,7257
2015/10/04,7203,7500
2015/10/11,7203,7400
2015/10/18,7203,7522
2015/10/25,7203,7469
2015/11/01,7203,7502
2015/11/08,7203,7525
2015/11/15,7203,7583
2015/11/22,7203,7670
2015/11/29,7203,7692
2015/12/06,7203,7685
2015/12/13,7203,7658
2015/12/20,7203,7483
2015/12/27,7203,7488
2016/01/03,7203,6864
2016/01/10,7203,6759
2016/01/17,7203,6822
2016/01/24,7203,7200
2016/01/31,7203,6625
2016/02/07,7203,5710
2016/02/14,7203,5999
2016/02/21,7203,5910
2016/02/28,7203,6229
2016/03/06,7203,6140
2016/03/13,7203,5888
2016/03/20,7203,6180
2016/03/27,7203,5771
2016/04/03,7203,5467
2016/04/10,7203,5740
2016/04/17,7203,5919
2016/04/24,7203,5654
2016/05/01,7203,5478
2016/05/08,7203,5454
2016/05/15,7203,5562
2016/05/22,7203,5589
2016/05/29,7203,5675
2016/06/05,7203,5627
2016/06/12,7203,5421
2016/06/19,7203,5240
2016/06/26,7203,5107
2016/07/03,7203,5055
2016/07/10,7203,5759
2016/07/17,7203,5838
2016/07/24,7203,5894
2016/07/31,7203,5860
2016/08/07,7203,6000
2016/08/14,7203,6026
2016/08/21,7203,5911
2016/08/28,7203,6266
2016/09/04,7203,6171
2016/09/11,7203,5866
2016/09/18,7203,5950
2016/09/25,7203,5779
2016/10/02,7203,6006
2016/10/09,7203,5993
2016/10/16,7203,5972
2016/10/23,7203,6043
2016/10/30,7203,5698
2016/11/06,7203,5952
2016/11/13,7203,6316
2016/11/20,7203,6689
2016/11/27,7203,6686
2016/12/04,7203,7003
2016/12/11,7203,7155
2016/12/18,7203,7090
2016/12/25,7203,6878
2017/01/01,7203,6930
2017/01/08,7203,6882
2017/01/15,7203,6801
2017/01/22,7203,6704
2017/01/29,7203,6445
2017/02/05,7203,6446
2017/02/12,7203,6400
2017/02/19,7203,6448
2017/02/26,7203,6455
2017/03/05,7203,6520
2017/03/12,7203,6377
2017/03/19,7203,6229
2017/03/26,7203,6042
2017/04/02,7203,5832
2017/04/09,7203,5798
2017/04/16,7203,5855
2017/04/23,7203,6035
2017/04/30,7203,6143
