,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0,248.99000000000007,251.54249999999996,251.52000000000004,10.141499999999999,10.7925,11.4065,7.4,7.2,7.3,241.25857142857143
1,241.25857142857143,248.99000000000007,251.54249999999996,10.304761904761904,10.141499999999999,10.7925,7.4,7.4,7.2,237.2090909090909
2,237.2090909090909,241.25857142857143,248.99000000000007,10.334090909090909,10.304761904761904,10.141499999999999,7.1,7.4,7.4,237.70000000000002
3,237.70000000000002,237.2090909090909,241.25857142857143,10.351176470588236,10.334090909090909,10.304761904761904,7.1,7.1,7.4,214.7238095238095
4,214.7238095238095,237.70000000000002,237.2090909090909,10.217142857142857,10.351176470588236,10.334090909090909,7.1,7.1,7.1,203.78333333333333
5,203.78333333333333,214.7238095238095,237.70000000000002,9.722222222222221,10.217142857142857,10.351176470588236,7.0,7.1,7.1,202.8261904761905
6,202.8261904761905,203.78333333333333,214.7238095238095,9.245714285714286,9.722222222222221,10.217142857142857,7.0,7.0,7.1,199.91111111111113
7,199.91111111111113,202.8261904761905,203.78333333333333,9.18888888888889,9.245714285714286,9.722222222222221,6.7,7.0,7.0,184.84999999999997
8,184.84999999999997,199.91111111111113,202.8261904761905,8.684444444444445,9.18888888888889,9.245714285714286,7.2,6.7,7.0,178.87631578947372
9,178.87631578947372,184.84999999999997,199.91111111111113,7.758947368421052,8.684444444444445,9.18888888888889,7.2,7.2,6.7,175.61904761904765
10,175.61904761904765,178.87631578947372,184.84999999999997,7.283333333333334,7.758947368421052,8.684444444444445,7.1,7.2,7.2,166.68750000000003
11,166.68750000000003,175.61904761904765,178.87631578947372,7.724000000000001,7.283333333333334,7.758947368421052,7.2,7.1,7.2,167.95000000000002
12,167.95000000000002,166.68750000000003,175.61904761904765,7.777142857142857,7.724000000000001,7.283333333333334,7.2,7.2,7.1,158.4909090909091
13,158.4909090909091,167.95000000000002,166.68750000000003,7.2759090909090895,7.777142857142857,7.724000000000001,7.0,7.2,7.2,153.99999999999997
14,153.99999999999997,158.4909090909091,167.95000000000002,7.14142857142857,7.2759090909090895,7.777142857142857,6.9,7.0,7.2,154.7736842105263
15,154.7736842105263,153.99999999999997,158.4909090909091,7.416315789473683,7.14142857142857,7.2759090909090895,7.0,6.9,7.0,156.02095238095237
16,156.02095238095237,154.7736842105263,153.99999999999997,7.408571428571429,7.416315789473683,7.14142857142857,7.0,7.0,6.9,162.625
17,162.625,156.02095238095237,154.7736842105263,7.242499999999999,7.408571428571429,7.416315789473683,6.9,7.0,7.0,162.23181818181823
18,162.23181818181823,162.625,156.02095238095237,7.094090909090908,7.242499999999999,7.408571428571429,6.6,6.9,7.0,154.69999999999996
19,154.69999999999996,162.23181818181823,162.625,7.063888888888889,7.094090909090908,7.242499999999999,6.6,6.6,6.9,153.4677777777778
20,153.4677777777778,154.69999999999996,162.23181818181823,7.214444444444445,7.063888888888889,7.094090909090908,6.6,6.6,6.6,151.5457142857143
21,151.5457142857143,153.4677777777778,154.69999999999996,7.229047619047619,7.214444444444445,7.063888888888889,6.6,6.6,6.6,142.99
22,142.99,151.5457142857143,153.4677777777778,7.976000000000001,7.229047619047619,7.214444444444445,6.3,6.6,6.6,140.52499999999998
23,140.52499999999998,142.99,151.5457142857143,8.60222222222222,7.976000000000001,7.229047619047619,6.3,6.3,6.6,144.47954545454544
24,144.47954545454544,140.52499999999998,142.99,8.383181818181818,8.60222222222222,7.976000000000001,6.2,6.3,6.3,150.32954545454547
25,150.32954545454547,144.47954545454544,140.52499999999998,8.425454545454546,8.383181818181818,8.60222222222222,6.1,6.2,6.3,147.55714285714288
26,147.55714285714288,150.32954545454547,144.47954545454544,8.738095238095239,8.425454545454546,8.383181818181818,6.0,6.1,6.2,143.06052631578947
27,143.06052631578947,147.55714285714288,150.32954545454547,9.395263157894737,8.738095238095239,8.425454545454546,5.9,6.0,6.1,143.53333333333333
28,143.53333333333333,143.06052631578947,147.55714285714288,9.458571428571432,9.395263157894737,8.738095238095239,6.0,5.9,6.0,135.32941176470587
29,135.32941176470587,143.53333333333333,143.06052631578947,8.835294117647058,9.458571428571432,9.395263157894737,5.8,6.0,5.9,128.46818181818182
30,128.46818181818182,135.32941176470587,143.53333333333333,8.964090909090912,8.835294117647058,9.458571428571432,5.7,5.8,6.0,127.34444444444443
31,127.34444444444443,128.46818181818182,135.32941176470587,8.647222222222224,8.964090909090912,8.835294117647058,5.7,5.7,5.8,129.0578947368421
32,129.0578947368421,127.34444444444443,128.46818181818182,8.198947368421054,8.647222222222224,8.964090909090912,5.7,5.7,5.7,127.27954545454546
33,127.27954545454546,129.0578947368421,127.34444444444443,8.356363636363637,8.198947368421054,8.647222222222224,5.7,5.7,5.7,124.95578947368418
34,124.95578947368418,127.27954545454546,129.0578947368421,8.686842105263157,8.356363636363637,8.198947368421054,5.4,5.7,5.7,124.76055555555553
35,124.76055555555553,124.95578947368418,127.27954545454546,9.09888888888889,8.686842105263157,8.356363636363637,5.6,5.4,5.7,127.1359090909091
36,127.1359090909091,124.76055555555553,124.95578947368418,8.901818181818182,9.09888888888889,8.686842105263157,5.4,5.6,5.4,132.98499999999999
37,132.98499999999999,127.1359090909091,124.76055555555553,9.034499999999998,8.901818181818182,9.09888888888889,5.4,5.4,5.6,133.62739130434784
38,133.62739130434784,132.98499999999999,127.1359090909091,9.243043478260871,9.034499999999998,8.901818181818182,5.6,5.4,5.4,134.35263157894738
39,134.35263157894738,133.62739130434784,132.98499999999999,8.957894736842107,9.243043478260871,9.034499999999998,5.4,5.6,5.4,129.01899999999998
40,129.01899999999998,134.35263157894738,133.62739130434784,8.7715,8.957894736842107,9.243043478260871,5.4,5.4,5.6,123.26388888888889
41,123.26388888888889,129.01899999999998,134.35263157894738,8.955,8.7715,8.957894736842107,5.3,5.4,5.4,123.57619047619049
42,123.57619047619049,123.26388888888889,129.01899999999998,9.086190476190476,8.955,8.7715,5.3,5.3,5.4,127.23157894736842
43,127.23157894736842,123.57619047619049,123.26388888888889,9.06421052631579,9.086190476190476,8.955,5.4,5.3,5.3,127.88888888888889
44,127.88888888888889,127.23157894736842,123.57619047619049,9.13888888888889,9.06421052631579,9.086190476190476,5.2,5.4,5.3,130.3095238095238
45,130.3095238095238,127.88888888888889,127.23157894736842,9.328571428571427,9.13888888888889,9.06421052631579,5.0,5.2,5.4,132.08100000000002
46,132.08100000000002,130.3095238095238,127.88888888888889,9.1555,9.328571428571427,9.13888888888889,5.2,5.0,5.2,138.11842105263156
47,138.11842105263156,132.08100000000002,130.3095238095238,8.817894736842105,9.1555,9.328571428571427,5.2,5.2,5.0,143.79318181818178
48,143.79318181818178,138.11842105263156,132.08100000000002,8.261363636363638,8.817894736842105,9.1555,5.3,5.2,5.2,140.7225
49,140.7225,143.79318181818178,138.11842105263156,8.003499999999999,8.261363636363638,8.817894736842105,5.2,5.3,5.2,141.1130434782609
50,141.1130434782609,140.7225,143.79318181818178,8.091739130434782,8.003499999999999,8.261363636363638,5.2,5.2,5.3,144.99473684210525
51,144.99473684210525,141.1130434782609,140.7225,8.177894736842106,8.091739130434782,8.003499999999999,5.3,5.2,5.2,141.945
52,141.945,144.99473684210525,141.1130434782609,7.989,8.177894736842106,8.091739130434782,5.3,5.3,5.2,143.51749999999998
53,143.51749999999998,141.945,144.99473684210525,7.85,7.989,8.177894736842106,5.4,5.3,5.3,143.66249999999997
54,143.66249999999997,143.51749999999998,141.945,7.818,7.85,7.989,5.4,5.4,5.3,145.08684210526317
55,145.08684210526317,143.66249999999997,143.51749999999998,8.21842105263158,7.818,7.85,5.4,5.4,5.4,145.58777777777777
56,145.58777777777777,145.08684210526317,143.66249999999997,8.461666666666666,8.21842105263158,7.818,5.3,5.4,5.4,153.08333333333331
57,153.08333333333331,145.58777777777777,145.08684210526317,8.57095238095238,8.461666666666666,8.21842105263158,5.2,5.3,5.4,158.47894736842102
58,158.47894736842102,153.08333333333331,145.58777777777777,8.75263157894737,8.57095238095238,8.461666666666666,5.4,5.2,5.3,153.71499999999997
59,153.71499999999997,158.47894736842102,153.08333333333331,8.72,8.75263157894737,8.57095238095238,5.4,5.4,5.2,153.77142857142857
60,153.77142857142857,153.71499999999997,158.47894736842102,8.461428571428574,8.72,8.75263157894737,5.2,5.4,5.4,149.23333333333335
61,149.23333333333335,153.77142857142857,153.71499999999997,8.452857142857145,8.461428571428574,8.72,5.5,5.2,5.4,147.4217391304348
62,147.4217391304348,149.23333333333335,153.77142857142857,8.729565217391308,8.452857142857145,8.461428571428574,5.7,5.5,5.2,138.74166666666667
63,138.74166666666667,147.4217391304348,149.23333333333335,8.854444444444443,8.729565217391308,8.452857142857145,5.9,5.7,5.5,129.66190476190474
64,129.66190476190474,138.74166666666667,147.4217391304348,8.686190476190475,8.854444444444443,8.729565217391308,5.9,5.9,5.7,129.18421052631575
65,129.18421052631575,129.66190476190474,138.74166666666667,8.377894736842103,8.686190476190475,8.854444444444443,6.2,5.9,5.9,133.54999999999998
66,133.54999999999998,129.18421052631575,129.66190476190474,8.039473684210527,8.377894736842103,8.686190476190475,6.3,6.2,5.9,133.90263157894734
67,133.90263157894734,133.54999999999998,129.18421052631575,8.07263157894737,8.039473684210527,8.377894736842103,6.4,6.3,6.2,130.48888888888888
68,130.48888888888888,133.90263157894734,133.54999999999998,7.848888888888889,8.07263157894737,8.039473684210527,6.6,6.4,6.3,136.99578947368423
69,136.99578947368423,130.48888888888888,133.90263157894734,8.08842105263158,7.848888888888889,8.07263157894737,6.8,6.6,6.4,137.10476190476192
70,137.10476190476192,136.99578947368423,130.48888888888888,8.018571428571429,8.08842105263158,7.848888888888889,6.7,6.8,6.6,138.044
71,138.044,137.10476190476192,136.99578947368423,8.052000000000003,8.018571428571429,8.08842105263158,6.9,6.7,6.8,139.7915
72,139.7915,138.044,137.10476190476192,8.263499999999999,8.052000000000003,8.018571428571429,6.9,6.9,6.7,137.9431818181818
73,137.9431818181818,139.7915,138.044,8.249545454545455,8.263499999999999,8.052000000000003,6.8,6.9,6.9,136.88954545454544
74,136.88954545454544,137.9431818181818,139.7915,7.88318181818182,8.249545454545455,8.263499999999999,6.9,6.8,6.9,134.45000000000002
75,134.45000000000002,136.88954545454544,137.9431818181818,7.635000000000001,7.88318181818182,8.249545454545455,6.9,6.9,6.8,130.80476190476188
76,130.80476190476188,134.45000000000002,136.88954545454544,7.504761904761903,7.635000000000001,7.88318181818182,7.0,6.9,6.9,129.625
77,129.625,130.80476190476188,134.45000000000002,7.397777777777778,7.504761904761903,7.635000000000001,7.0,7.0,6.9,128.11249999999998
78,128.11249999999998,129.625,130.80476190476188,7.0785,7.397777777777778,7.504761904761903,7.3,7.0,7.0,125.10555555555555
79,125.10555555555555,128.11249999999998,129.625,7.0422222222222235,7.0785,7.397777777777778,7.3,7.3,7.0,127.45999999999998
80,127.45999999999998,125.10555555555555,128.11249999999998,7.319444444444443,7.0422222222222235,7.0785,7.4,7.3,7.3,132.7
81,132.7,127.45999999999998,125.10555555555555,7.5200000000000005,7.319444444444443,7.0422222222222235,7.4,7.4,7.3,133.5525
