,mfp,mfpdf
1,120.967319286409,0.0766188994664269
2,124.196777327938,0.0846757774057681
3,123.143308958797,0.0924822914841476
4,122.755682395321,0.088636140563302
5,125.780803866631,0.0575185392703972
6,122.112561257746,0.0705623805461154
7,118.986935544927,0.0830907258046264
8,121.261082048761,0.0975757223597461
9,122.154935270712,0.0460050090471831
10,128.016244196434,0.0514548638045719
11,133.667060645732,0.0971449174508939
12,135.105415414294,0.06023086357747
13,132.028327779815,0.0992142510676428
14,131.827592204604,0.0398883721924083
15,126.534911218028,0.0751246854966278
16,123.513906166141,0.0398437904472681
17,118.04919825573,0.0955281864568372
18,119.27507447908,0.097028926720685
19,119.93790258376,0.0614726454209455
20,124.035075006662,0.0861707961942276
21,121.785720920928,0.101939890884297
22,122.075965286189,0.0697682374640221
23,118.577991764576,0.103298068126628
24,118.841988412984,0.103768197467535
25,118.389315860952,0.0954435304849228
26,119.803689913061,0.0818281990181002
27,117.729902776777,0.103252688038871
28,117.785259722856,0.101138084884996
29,118.936652466353,0.107379494944492
30,118.859792869436,0.0645833068855802
31,114.543357699939,0.0444670274300593
32,109.954920159326,0.100671557846553
33,108.809577932067,0.104030531843152
34,106.800596706821,0.102284343318567
35,105.709861492637,0.101929661079455
36,106.678677635057,0.0926889035299965
37,108.392091714604,0.106059147246718
38,106.830323423283,0.0331278864684259
39,112.299340567459,0.0781168648624355
40,109.256993880305,0.107334787745112
41,108.742987167428,0.103520765924009
42,110.359865340832,0.104649404324798
43,109.946800095562,0.100174175057383
44,108.619661560307,0.0649637350176668
45,104.516427188029,0.0986811203381893
46,103.133529294835,0.108309205210054
47,102.460846270904,0.0865733406765386
48,104.140942274783,0.102050264432411
49,104.506802449108,0.0703735968532028
50,106.869573602017,0.11048193159794
51,106.938038090477,0.100927137404971
52,109.374992492976,0.0887082972154935
53,112.501124786085,0.108995142474684
54,109.751905406012,0.114440433117442
55,110.983789883442,0.0586913761345603
56,114.556856114843,0.0576220080129838
57,119.479814131014,0.120217662490503
58,118.499728714039,0.0811789243463366
59,116.074510584971,0.113910692003538
60,118.29065089866,0.130989340339273
61,117.591825427292,0.135192763819125
62,117.41104973037,0.0177776225070221
63,111.661825916856,0.0839274049821389
64,114.308215551464,0.12290655782751
65,115.720388839739,0.13832701434954
66,115.920757315831,0.133581075028285
67,117.359591499507,0.126608041539365
68,119.050074428374,0.117934173538819
69,117.62961901332,0.146473202997338
70,117.526590324362,0.0782083784177714
71,120.843586442941,0.152671384349482
72,121.057940894018,0.0565163896246406
73,117.783538676574,0.12885688155472
74,118.983066303287,0.115998189195649
75,120.963854739321,0.121902814825085
76,122.890205282582,0.120088716105317
77,121.642851645199,0.02835616648189
78,116.907737002982,0.110937639285814
79,114.931716571567,0.130334860527977
80,116.042687723081,0.0325847158101564
81,111.680599285955,0.139010453064959
82,111.843330031647,0.0489785953773426
83,107.202135826757,0.141301022001251
84,106.46199316002,0.0208577018269094
85,101.434071311355,0.128002980459908
86,101.854529776449,0.099363364409006
87,104.084320205306,0.085657582648208
88,106.95412750684,0.144531895592903
89,106.722595169068,0.0940143267724704
90,109.289458361267,0.0896263398346986
91,106.461314391406,0.0125548773822817
92,99.9542429147684,0.0777174504307345
93,96.2675546198785,0.0347373000551709
94,90.3623373980881,0.137412818085738
95,88.3280820656364,0.0519879138886039
96,91.153625667089,0.0111228623226912
97,96.7915822668104,0.106332416545642
98,97.9765216053596,0.115589063182692
99,96.1802114017374,0.13484213985966
100,96.4910149159899,0.11064757387253
101,94.1013874694091,0.138026356177365
102,94.0595189400747,0.0908290420317977
103,90.8787840379693,0.138054487967697
104,89.3917226894491,0.136437995190308
105,88.954197775857,0.141514322231907
106,88.5754367820749,0.0914833232185995
107,90.5542726142667,0.128361194018632
108,89.925674774398,0.138322252884006
109,90.100085751286,0.0733014962128674
110,93.0768793356292,0.118543117341643
111,91.6794981082969,0.161299139306953
112,90.5640108531577,0.0846135473365047
113,87.2600294081567,0.11555163637651
114,85.1371716873547,0.135462747158934
115,84.0196328922761,0.105979833829246
116,81.5096211986693,0.130326787689272
117,81.8424508292217,0.118237115138471
118,82.5589098702317,0.134525843256984
119,81.7520292198232,0.134342040331158
120,81.7937259237258,0.139033392352387
121,81.0511506377301,0.0991330286009856
122,82.8889898291952,0.115727847662315
123,80.8151270410638,0.139314572793208
124,79.9655701314578,0.143509024067777
125,78.8692946658415,0.118384193954551
126,76.8564539899303,0.142223287598437
127,76.3408467026404,0.141671517753752
128,76.1888640555632,0.122577540020246
129,76.8312665797717,0.13661356249156
130,77.0253208558476,0.139709585699379
131,76.415645263909,0.108624168144939
132,77.8395996586884,0.0388696305507666
133,81.6013508653834,0.132793811977951
134,80.9343077017527,0.123482815786364
135,79.2530011459822,0.133806421106445
136,79.0438312791167,0.134008728925934
137,78.6532930893687,0.130276310103721
138,78.2031483697777,0.135544080980032
139,77.7787574689446,0.126885823124609
140,78.3627805608576,0.094805972976709
141,80.2407585046141,0.072241142347204
142,82.9980884576945,0.0153912421283411
143,88.3949011746639,0.0349128457365133
144,92.3458476187117,0.0941985384148655
145,96.0555535155984,0.11513518914379
146,98.4516324241428,0.0905264045243866
147,102.92412717449,0.024728816372556
148,98.0927007075723,0.113266136152143
149,100.063986352413,0.101423703092956
150,97.9906118226924,0.119504734756509
151,100.092843371715,0.102092896781708
152,98.9971976847876,0.123885923895536
153,100.433159997396,0.0810969268529537
154,103.825756388455,0.136535111501645
155,104.867175990758,0.0892062334820801
156,103.236757985589,0.131042300408774
157,103.228630897098,0.139280120842523
158,103.410240370788,0.124143098673445
159,102.496125623616,0.148982297023788
160,102.873147560636,0.135435060447684
161,102.126243731702,0.139154905636142
162,103.158775627574,0.0450265739348247
163,107.931013154927,0.15914178611279
164,108.522949319267,0.00237619104942525
165,117.396734320676,0.105644820422131
166,121.054113632543,0.0864352132198275
