,m1p,m1pdf
1,104.215741557987,0.0718942293298667
2,102.600986160604,0.0761674742500344
3,102.815613290194,0.0793459708697127
4,102.168694847711,0.058722369355598
5,97.6005911748484,0.0703896900350393
6,98.8153996683829,0.0743832307164859
7,97.8344589904178,0.07771763350619
8,97.6426997793988,0.0761368370099474
9,96.9976173064427,0.0637942774523824
10,98.9687216736375,0.0744621925657027
11,99.0393412333025,0.0797474816928348
12,97.6881781453869,0.0321223814275048
13,90.2880253451976,0.0341655257861712
14,82.3508611718376,0.0659339954685056
15,83.1857234062849,0.0740745752344256
16,83.1294033314565,0.0548656650748327
17,85.989315364234,0.0190752402884882
18,93.3027627546493,0.0268500992279822
19,100.531389194433,0.0746265987368882
20,101.378100886673,0.0744676515344043
21,102.176140142892,0.0745875965389642
22,102.250734777313,0.0592286735251625
23,106.773153898421,0.0742833300538098
24,106.462224136049,0.077284916356091
25,106.139356547356,0.0799460351479668
26,108.22890981276,0.0779483318488632
27,107.000844169886,0.0711051700686414
28,109.041864891667,0.0823564504950613
29,110.003711516798,0.0684689329300557
30,108.205168442426,0.0764585919679334
31,110.684163780366,0.0751366858280379
32,112.996980030937,0.0816882256687911
33,113.155818157227,0.0784458058330944
34,114.589749307894,0.0633878497917827
35,119.157201506072,0.0605334429352201
36,123.915425028983,0.0764409330696163
37,123.799335458227,0.0775572363726739
38,126.944765952416,0.023623924398825
39,120.31173081759,0.0366403416846913
40,114.755506533048,0.0802281676595261
41,115.415379114605,0.0710712028238931
42,118.356027600314,0.0730589099769192
43,121.204811537391,0.081751340461521
44,121.673081083909,0.0632635778925575
45,125.464185649286,0.0588119211850107
46,130.546660673085,0.079226920933116
47,130.611522210821,0.0524036491291196
48,126.85620844247,0.0755498615613779
49,129.448365661467,0.0758570389728189
50,132.779966028584,0.0749156028361706
51,136.06317556682,0.0534186181381572
52,141.892066467724,0.0835985914484078
53,142.661807101098,0.0762863256434438
54,146.316314826067,0.00430171317915967
55,136.080394830999,0.000841873157015094
56,121.743085246531,0.0778797033155812
57,119.974233811046,0.0709111371261306
58,116.669137835836,0.062979190165937
59,112.291655121252,0.0533970787603871
60,115.123172423923,0.0519177578278871
61,118.950278535794,0.0818744073188924
62,119.044676974944,0.0679653342491618
63,121.62153387907,0.0813922894728498
64,120.650060735682,0.0828092651396135
65,119.231766310325,0.0401491435066323
66,112.844604627643,0.0444472794062331
67,105.830942266449,0.0820324783682408
68,104.482773618584,0.0822662388528386
69,103.466138764887,0.0793869148039017
70,100.987029580078,0.057586190525646
71,103.901957406734,0.0439175674365478
72,108.119204171844,0.0775273849426308
73,105.889547117094,0.0833181732875636
74,104.558610278929,0.0642133384517099
75,107.133005200979,0.081813301203998
76,105.571659045399,0.0746632686968385
77,107.444177196186,0.0831313422659691
78,107.337320347487,0.0852211418337097
79,106.457793889678,0.0790440716763011
80,108.018343784146,0.0849703834173103
81,108.712248491979,0.065512516940393
82,112.151879770533,0.050075574098568
83,117.608186580345,0.0815292516569845
84,116.713587695974,0.054728733100133
85,122.006247980654,0.0787064948464882
86,124.937722909041,0.0724882724497947
87,123.373890133802,0.0857924498119257
88,122.912966481707,0.0831421501981119
89,125.641380675397,0.0586467304010011
90,122.369556889918,0.0624878597633476
91,119.294848507458,0.0798211563234027
92,121.477758094717,0.0869656633290742
93,122.795566856216,0.0553371214559106
94,127.815216945214,0.0495639529294376
95,133.786908789925,0.087355892464837
96,134.995499586757,0.0606879032075264
97,132.245878161234,0.084858251072897
98,131.973968729428,0.0433166413181264
99,127.142946376385,0.0649299752995162
100,123.924275685251,0.0369768962713865
101,117.555039580396,0.0832664388453852
102,118.442744326807,0.0784424428805755
103,119.874759991382,0.0598490695834855
104,123.739454302436,0.0779217639443488
105,121.70173010033,0.0870046784375894
106,122.159699674646,0.0662047021712447
107,118.502271698089,0.0899439215815478
108,119.040175338547,0.0914287889606091
109,117.954890780983,0.082683274534744
110,119.336486070878,0.0805942056391225
111,116.893830337829,0.0860569660400731
112,117.979737498626,0.0917428549852036
113,118.282058691942,0.090358385191268
114,118.718027948242,0.065085486654783
115,114.745488085852,0.0451326400492673
116,108.560638194196,0.0903414438625917
117,108.261465107084,0.0905955123826793
118,107.064414243019,0.0880406846974122
119,105.690726986877,0.0917966388803762
120,105.792052330678,0.0736984235511772
121,107.852091109101,0.0933771176146341
122,106.836201886587,0.038701463987906
123,112.11075082142,0.0769453427629234
124,109.2670526643,0.0927632591981499
125,108.995265880495,0.086908610095595
126,110.17211083181,0.0903689280683484
127,109.816922573097,0.0927994634902253
128,108.509602219245,0.0647506299489291
129,104.32466904199,0.0926742796083833
130,103.175934714527,0.0919270089529045
131,102.744636287533,0.0839661998359657
132,104.137938401394,0.0910141207829938
133,104.587819974901,0.0755397815939148
134,107.263136033829,0.0984686036931897
135,106.439029607942,0.0838713363991799
136,108.522557502462,0.0681772295432707
137,112.32422437419,0.0864332164519382
138,111.151749236865,0.0980557632049634
139,111.54305782427,0.0707674010266322
140,115.181339459693,0.0713045397882194
141,119.038669435762,0.0916505883758342
142,119.683363301981,0.0582175560017617
143,116.023067531254,0.0902920624480608
144,118.389107444218,0.0940640160700063
145,117.826154993414,0.092975610529415
146,117.378521464491,0.034119223292017
147,111.680155306262,0.0764443478996093
148,114.517527409638,0.091833884914737
149,115.962778902741,0.091351810892437
150,116.064437051061,0.0911806453508473
151,117.301643023253,0.0927306675133542
152,119.125687255517,0.0898024388311005
153,117.742817300577,0.0965611009023123
154,117.558684075894,0.0752455410790076
155,121.016977393978,0.0972471207544063
156,120.833746267128,0.0668269212436215
157,117.700695002338,0.0941594101275502
158,119.311254547227,0.0908190977311149
159,120.761220191337,0.0884277869298755
160,123.16241752387,0.088698694536214
161,122.075875468007,0.0399604258585229
162,116.714452879914,0.0883988080151998
163,114.884273924372,0.0938056053023644
164,115.586028514992,0.057441689739453
165,110.715977791777,0.0983963322935557
166,111.765914277787,0.0596157991536359
