,x1,x2,x3,y
0,248.99000000000007,10.141499999999999,7.4,241.25857142857143
1,241.25857142857143,10.304761904761904,7.4,237.2090909090909
2,237.2090909090909,10.334090909090909,7.1,237.70000000000002
3,237.70000000000002,10.351176470588236,7.1,214.7238095238095
4,214.7238095238095,10.217142857142857,7.1,203.78333333333333
5,203.78333333333333,9.722222222222221,7.0,202.8261904761905
6,202.8261904761905,9.245714285714286,7.0,199.91111111111113
7,199.91111111111113,9.18888888888889,6.7,184.84999999999997
8,184.84999999999997,8.684444444444445,7.2,178.87631578947372
9,178.87631578947372,7.758947368421052,7.2,175.61904761904765
10,175.61904761904765,7.283333333333334,7.1,166.68750000000003
11,166.68750000000003,7.724000000000001,7.2,167.95000000000002
12,167.95000000000002,7.777142857142857,7.2,158.4909090909091
13,158.4909090909091,7.2759090909090895,7.0,153.99999999999997
14,153.99999999999997,7.14142857142857,6.9,154.7736842105263
15,154.7736842105263,7.416315789473683,7.0,156.02095238095237
16,156.02095238095237,7.408571428571429,7.0,162.625
17,162.625,7.242499999999999,6.9,162.23181818181823
18,162.23181818181823,7.094090909090908,6.6,154.69999999999996
19,154.69999999999996,7.063888888888889,6.6,153.4677777777778
20,153.4677777777778,7.214444444444445,6.6,151.5457142857143
21,151.5457142857143,7.229047619047619,6.6,142.99
22,142.99,7.976000000000001,6.3,140.52499999999998
23,140.52499999999998,8.60222222222222,6.3,144.47954545454544
24,144.47954545454544,8.383181818181818,6.2,150.32954545454547
25,150.32954545454547,8.425454545454546,6.1,147.55714285714288
26,147.55714285714288,8.738095238095239,6.0,143.06052631578947
27,143.06052631578947,9.395263157894737,5.9,143.53333333333333
28,143.53333333333333,9.458571428571432,6.0,135.32941176470587
29,135.32941176470587,8.835294117647058,5.8,128.46818181818182
30,128.46818181818182,8.964090909090912,5.7,127.34444444444443
31,127.34444444444443,8.647222222222224,5.7,129.0578947368421
32,129.0578947368421,8.198947368421054,5.7,127.27954545454546
33,127.27954545454546,8.356363636363637,5.7,124.95578947368418
34,124.95578947368418,8.686842105263157,5.4,124.76055555555553
35,124.76055555555553,9.09888888888889,5.6,127.1359090909091
36,127.1359090909091,8.901818181818182,5.4,132.98499999999999
37,132.98499999999999,9.034499999999998,5.4,133.62739130434784
38,133.62739130434784,9.243043478260871,5.6,134.35263157894738
39,134.35263157894738,8.957894736842107,5.4,129.01899999999998
40,129.01899999999998,8.7715,5.4,123.26388888888889
41,123.26388888888889,8.955,5.3,123.57619047619049
42,123.57619047619049,9.086190476190476,5.3,127.23157894736842
43,127.23157894736842,9.06421052631579,5.4,127.88888888888889
44,127.88888888888889,9.13888888888889,5.2,130.3095238095238
45,130.3095238095238,9.328571428571427,5.0,132.08100000000002
46,132.08100000000002,9.1555,5.2,138.11842105263156
47,138.11842105263156,8.817894736842105,5.2,143.79318181818178
48,143.79318181818178,8.261363636363638,5.3,140.7225
49,140.7225,8.003499999999999,5.2,141.1130434782609
50,141.1130434782609,8.091739130434782,5.2,144.99473684210525
51,144.99473684210525,8.177894736842106,5.3,141.945
52,141.945,7.989,5.3,143.51749999999998
53,143.51749999999998,7.85,5.4,143.66249999999997
54,143.66249999999997,7.818,5.4,145.08684210526317
55,145.08684210526317,8.21842105263158,5.4,145.58777777777777
56,145.58777777777777,8.461666666666666,5.3,153.08333333333331
57,153.08333333333331,8.57095238095238,5.2,158.47894736842102
58,158.47894736842102,8.75263157894737,5.4,153.71499999999997
59,153.71499999999997,8.72,5.4,153.77142857142857
60,153.77142857142857,8.461428571428574,5.2,149.23333333333335
61,149.23333333333335,8.452857142857145,5.5,147.4217391304348
62,147.4217391304348,8.729565217391308,5.7,138.74166666666667
63,138.74166666666667,8.854444444444443,5.9,129.66190476190474
