,x1cos,x2cos,x3cos,x4cos
1,0.00938244905190791,0.066258216986909,0.0714305776804798,0.0187237555700413
2,0.0567713937954464,0.0717913678340999,0.147596229914685,0.0245997276516309
3,0.0608800972673709,-0.0228021823001048,-0.0150384502192824,-0.0767007992922622
4,0.0771346730411062,0.087226829338344,0.069715933060103,-0.0366698417870587
5,0.0520044470273949,0.135341816252674,0.0215207854209179,0.0387675025994044
6,0.015119957988502,0.0696853332509092,0.0937084720814952,0.0445845266579469
7,0.0302344496751643,0.0517500410270992,0.00195099692662324,0.0758843113187284
8,0.0243524024542625,0.072557901650068,-0.0756611067790078,0.0420066162231051
9,0.111331749112585,0.0274097803863144,0.0434575137270251,0.0802062219427497
10,0.0589666815115998,0.0410566031155034,-0.0195566387680529,-0.0246926394389215
11,-0.0154617538757399,-0.00652792403313764,-0.00258749246299492,-0.0463075857830909
12,0.0981339380518305,0.0682955016315627,-0.0331276264116751,0.0213570035854027
13,0.128431689060965,0.0406899629026413,0.0527279147415144,0.0705344718822968
14,0.0829749341358219,0.101810589096515,0.0433165405127223,0.0239808521249697
15,0.0230857277684719,0.0212869918867812,0.036518497021896,0.0241595807013934
16,0.0400260699497519,0.029939710151561,0.0425453040093874,0.0390279258179872
17,0.0817782034946111,-5.95205488837731e-05,-0.0171299693943597,-0.0774030671042349
18,0.143343502522832,0.0857278824827578,0.0149930873672058,0.0617510731878743
19,0.0603706665255061,0.023421045897321,-0.0911156397418948,0.0278796813377618
20,0.0502244688423681,0.0317378016682266,0.00297100309672754,0.00404020272665431
21,0.149678020720634,0.0946660069956026,0.0268472165113465,0.0136265907664873
22,0.0305742651307089,0.172152894110279,0.0181216804674416,0.00563990645023924
23,0.0522213549252809,0.116070585864628,0.0141320746001937,-0.0139368113631433
24,0.0867488854968583,0.082619484715776,0.0546085071142464,-0.0190517099391924
25,0.127544349129586,0.0395266210121188,0.126982147518568,0.0226967104219186
26,0.0447865843617703,0.0736747925062007,0.00466478872100044,-0.0123916817434894
27,0.0680626507299643,0.0242524018356031,0.00303866395396726,-0.0173229225710151
28,0.12439170928543,0.107569113477279,-0.04655864621805,0.0535312748439446
29,0.0716959880374766,0.0908103531460125,0.0245880510215578,0.0226344218894573
30,0.0282636926961343,0.13989554928667,0.0469848900650345,-0.0430091971419152
31,0.108586895568539,0.136591391619893,-0.0241633438037346,0.0274028221055119
32,0.0465172809006726,0.0820705583566677,-0.0315399572171581,0.00110001448313491
33,0.115542841564647,0.0892930184999373,0.0014894245931716,0.0299341504170043
34,0.155379314204649,0.136981215943149,-0.0178488360901251,0.023996759056194
35,0.0903851277715243,0.065742207549208,0.0408018887275477,0.0126361237247088
36,0.0579683327075829,0.102482710740786,-0.0147652212248711,-0.00368785536958527
37,0.070385004196629,0.192422709051614,-0.0600178165984501,0.0103184220086082
38,0.0290460414331207,0.173853227886672,0.0487783127143977,0.0933080523093412
39,0.0852429077195631,0.0875756490320433,0.0564587424078087,0.0797984962504935
40,0.0788805510293008,0.071598886212165,0.0163850016037428,0.0549234668275352
41,0.0563789703693017,0.0757796137008187,0.037285221131888,0.0405055469724955
42,0.070970988437271,0.0579364464647361,-0.111915644988139,-0.00692743600103718
43,0.0325280552292674,0.133920101038047,0.106778442403115,0.122053902961553
44,0.043458273714373,0.0846320367418019,-0.00114702271977611,0.0819728006912971
45,0.00146030977056961,0.0456217159317976,0.0316202588712351,0.0332402038375156
46,0.09618551890787,0.127367060173859,-0.0851483580118817,0.0509276369576477
47,0.0538495586323406,0.0789286924530303,-0.0311835580671319,0.0100457542874496
48,0.0870783916105477,0.081036835837086,0.0101000662887954,-0.00270999213733292
49,0.00150645237658178,0.05364483578699,0.0698264476798119,0.0281584392745214
50,0.00174340881825846,0.109994679924765,-0.0653302819655069,0.00157881875472019
51,0.0826422137400721,0.0679708740458385,0.050285550685674,0.00580867934623664
52,0.0334640411376082,0.0758561304689908,0.0500983344651688,0.070471496495237
53,0.0106655622368116,0.0132711038959463,-0.0123896660591943,0.0624557088603424
54,0.04230323546416,-0.0102032888157612,0.154883002218082,-0.0023700103033008
55,0.0613491622290786,0.117404167449632,-0.00166705730649845,0.00388220229770785
56,-0.0562332316643777,0.0889678869435623,0.0256285478677541,0.0623234468257948
57,0.0801406501451205,0.0296633003964868,0.0751851690463784,0.06309959155052
58,0.0674067231629057,-0.00329102158463896,-0.00243778043764517,0.0265664097265964
59,0.107871458790374,0.107294140244429,0.0755799458798459,0.0395670540718797
60,0.0408377078724751,0.048154141314663,-0.0571182257348439,0.0637278399490524
61,0.148483939773531,0.0237349813048067,0.00365611707400781,0.0486233490964981
62,0.104324186889402,0.120874632213935,0.0220638743959725,0.0805257551062566
63,0.112431014576587,0.16136632087968,0.0388789995864573,0.0806737700457493
64,0.00138744083860842,0.162024171943312,0.0464347089570521,0.0226075615684729
65,0.145341892848044,0.081873920070624,-0.0129847630673812,-0.0359558756638418
